Pool,Title,Author,Publication Title,Vote_Reviewer_1,Vote_Reviewer_2,Agreement,Final_Decision,Rationale,Status
Pool 2 (Chris & Greg),Sycophancy to subterfuge: Investigating reward-tampering in large language models,"Denison, Carson; MacDiarmid, Monte; Barez, Fazl; Duvenaud, David; Kravec, Shauna; Marks, Samuel; Schiefer, Nicholas; Soklaski, Ryan; Tamkin, Alex; Kaplan, Jared; Shlegeris, Buck; Bowman, Samuel R; Perez, Ethan; Hubinger, Evan",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Sycophancy under pressure: Evaluating and mitigating sycophantic bias via adversarial dialogues in scientific QA,"Zhang, Kaiwei; Jia, Qi; Chen, Zijian; Sun, Wei; Zhu, Xiangyang; Li, Chunyi; Zhu, Dandan; Zhai, Guangtao",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Sycophantic chatbots cause delusional spiraling, even in ideal bayesians","Chandra, Kartik; Kleiman-Weiner, Max; Ragan-Kelley, Jonathan; Tenenbaum, Joshua B",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),System 2 Attention (is something you might need too),"Weston, Jason; Sukhbaatar, Sainbayar",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Systematic analysis of MCP security,"Guo, Yongjian; Liu, Puzhuo; Ma, Wanlun; Deng, Zehang; Zhu, Xiaogang; Di, Peng; Xiao, Xi; Wen, Sheng",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),T3: Benchmarking sycophancy and skepticism in causal judgment,"Chang, Edward Y",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),TIM-PRM: Verifying multimodal reasoning with Tool-Integrated PRM,"Kuang, Peng; Wang, Xiangxiang; Liu, Wentao; Dong, Jian; Xu, Kaidi",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),TRUTH DECAY: Quantifying multi-turn sycophancy in language models,"Liu, Joshua; Jain, Aarav; Takuri, Soham; Vege, Srihan; Akalin, Aslihan; Zhu, Kevin; O'Brien, Sean; Sharma, Vasu",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Technological folie à deux: Feedback Loops Between AI Chatbots and Mental Illness,"Dohnány, Sebastian; Kurth-Nelson, Zeb; Spens, Eleanor; Luettgau, Lennart; Reid, Alastair; Gabriel, Iason; Summerfield, Christopher; Shanahan, Murray; Nour, Matthew M",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Technology Mediated Caregiving For Older Adults Aging in Place,"Mynatt, Elizabeth D; Kobayashi, Masatomo; Pradhan, Alisha; Mathur, Niharika; Vines, John; Seaborn, Katie; Buehler, Erin; Waycott, Jenny; Rudnik, John; Zubatiy, Tamara; Rozga, Agata",Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The AI Cognitive Trojan Horse: How large language models may bypass human epistemic vigilance,"Maynard, Andrew D",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Amplifying Effect of Explainability in AI-assisted Decision-making in Groups,"de Brito Duarte, Regina; Abreu, Mónica Costa; Campos, Joana; Paiva, Ana",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Art of Talking Machines: A Comprehensive Literature Review of Conversational User Interfaces,"Namvarpour, Mohammad (Matt); Razi, Afsaneh",Proceedings of the 7th ACM Conference on Conversational User Interfaces,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Code That Binds Us: Navigating the Appropriateness of Human-AI Assistant Relationships,"Manzini, Arianna; Keeling, Geoff; Alberts, Lize; Vallor, Shannon; Morris, Meredith Ringel; Gabriel, Iason","Proceedings of the 2024 AAAI/ACM Conference on AI, Ethics, and Society",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Explanation That Hits Home: The Characteristics of Verbal Explanations That Affect Human Perception in Subjective Decision-Making,"Ferguson, Sharon; Aoyagui, Paula Akemi; Rizvi, Rimsha; Kim, Young-Ho; Kuzminykh, Anastasia",Proc. ACM Hum.-Comput. Interact.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Hypocrisy Gap: Quantifying divergence between internal belief and chain-of-thought explanation via Sparse Autoencoders,"Shiromani, Shikhar; Chaudhury, Archie; Kunda, Sri Pranav",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The IEEE Global Initiative on Ethics of Extended Reality (XR) Report–Extended Reality (XR) and the Erosion of Anonymity and Privacy,McGill; Mark,Extended Reality (XR) and the Erosion of Anonymity and Privacy - White Paper,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Impact and Opportunities of Generative AI in Fact-Checking,"Wolfe, Robert; Mitra, Tanushree","Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Impostor is Among Us: Can Large Language Models Capture the Complexity of Human Personas?,"Lazik, Christopher Klaus; Katins, Christopher; Kauter, Charlotte; Jakob, Jonas; Jay, Caroline; Grunske, Lars; Kosch, Thomas",Proceedings of the Mensch Und Computer 2025,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Manipulative Power of Voice Characteristics: Investigating Deceptive Patterns in Mandarin Chinese Female Synthetic Speech,"Zhang, Shuning; Chen, Han; Wang, Yabo; Xu, Yiqun; Bai, Jiaqi; Wu, Yuanyuan; Li, Shixuan; Yi, Xin; Wang, Chunhui; Li, Hewu",Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Mirror Effect: How Intelligent Systems Create Emotional Connection Through Language Reflection,"Diaz, A.A.; Margondai, A.; Ezcurra, V.; Willox, S.; Capello, S.F.S.O.; Mouloua, M.",Applied Human Factors and Ergonomics International,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Paradox of robustness: Decoupling rule-based logic from affective noise in high-stakes decision-making,"Chun, Jon; Elkins, Katherine",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Perils of Chart Deception: How Misleading Visualizations Affect Vision-Language Models,"Mahbub, Ridwan; Islam, Mohammed Saidul; Laskar, Md Tahmid Rahman; Rahman, Mizanur; Nayeem, Mir Tafseer; Hoque, Enamul",2025 IEEE Visualization and Visual Analytics (VIS),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Plausibility Trap: Using probabilistic engines for deterministic tasks,"Carrera, Ivan; Maldonado-Ruiz, Daniel",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The Social Sycophancy Scale: A psychometrically validated measure of sycophancy,"Rehani, Jean; de Mello, Victoria Oldemburgo; Ovsyannikova, Dariya; Anderson, Ashton; Inzlicht, Michael",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The alignment bottleneck,"Cao, Wenjun",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The company you keep: How LLMs respond to Dark Triad traits,"Lu, Zeyi; Henestrosa, Angelica; Chizhov, Pavel; Yamshchikov, Ivan P",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The dark patterns of personalized persuasion in Large Language Models: Exposing persuasive linguistic features for Big Five personality traits in LLMs responses,"Mieleszczenko-Kowszewicz, Wiktoria; Płudowski, Dawid; Kołodziejczyk, Filip; Świstak, Jakub; Sienkiewicz, Julian; Biecek, Przemysław",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The emergence of lab-driven alignment signatures: A psychometric framework for auditing latent bias and compounding risk in generative AI,"Bosnjakovic, Dusan",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The role of Explainable AI in the Design of Visual Texts for Trust Calibration in Level 3 Automated Vehicles,"Irawati, Diah Ayu; Bölükbaşı, Elif; Gerber, Michael A.; Riener, Andreas",Adjunct Proceedings of the 16th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The scenic route to deception: Dark patterns and explainability pitfalls in conversational navigation,"Ilyankou, Ilya; Cavazzi, Stefano; Haworth, James",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),The siren song of LLMs: How users perceive and respond to dark patterns in large language models,"Shi, Yike; Xiao, Qing; Hu, Qing; Shen, Hong; Shen, Hua",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),There are no silly questions: Evaluation of offline LLM capabilities from a Turkish perspective,"Yilmaz, Edibe; Kostas, Kahraman",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),They Prefer Humans! Experimental Measurement of Student Trust in ChatGPT,"Walker, Francesco; Favetta, Matteo; Hasker, Linde; Walker, Richard",Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),To Trust or Distrust AI: A Questionnaire Validation Study,"Scharowski, Nicolas; Perrig, Sebastian A. C.; von Felten, Nick; Aeschbach, Lena Fanya; Opwis, Klaus; Wintersberger, Philipp; Brühlmann, Florian","Proceedings of the 2025 ACM Conference on Fairness, Accountability, and Transparency",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),To embody or not: The effect of embodiment on user perception of LLM-based conversational agents,"Wang, Kyra; Quek, Boon-Kiat; Goh, Jessica; Herremans, Dorien",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Towards Uncertainty-Aware Low-Bit Quantized LLMs for On-Device Inference,"Sparrenberg, Lorenz; Schneider, Tobias; Deußer, Tobias; Berger, Armin; Sifa, Rafet",2025 IEEE International Conference on Big Data (BigData),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Towards an intelligent risk perception assistant: a neuroscience approach,"Rakotonirainy, Andry; Elhenawy, Mohammed Mamdouh Zakaria; Henneçon, Lucas",Adjunct Proceedings of the 17th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Towards explainable evaluation metrics for machine translation,"Leiter, Christoph; Lertvittayakumjorn, Piyawat; Fomicheva, Marina; Zhao, Wei; Gao, Yang; Eger, Steffen",J. Mach. Learn. Res.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Transparent AI Disclosure Obligations: Who, What, When, Where, Why, How","El Ali, Abdallah; Venkatraj, Karthikeya Puttur; Morosoli, Sophie; Naudts, Laurens; Helberger, Natali; Cesar, Pablo",Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Trickery: Exploring a Serious Game Approach to Raise Awareness of Deceptive Patterns,"Kronhardt, Kirill; Rolfes, Kevin; Gerken, Jens",Proceedings of the 23rd International Conference on Mobile and Ubiquitous Multimedia,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Trust Calibration in IDEs: Paving the Way for Widespread Adoption of AI Refactoring,"Borg, M.",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Trust Junk and Evil Knobs: Calibrating Trust in AI Visualization,"Wall, Emily; Matzen, Laura; El-Assady, Mennatallah; Masters, Peta; Hosseinpour, Helia; Endert, Alex; Borgo, Rita; Chau, Polo; Perer, Adam; Schupp, Harald; Strobelt, Hendrik; Padilla, Lace",2024 IEEE 17th Pacific Visualization Conference (PacificVis),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Trust and Reliance in Evolving Human-AI Workflows (TREW),"Ashktorab, Zahra; Bansal, Gagan; Buçinca, Zana; Holstein, Kenneth; Hullman, Jessica; Smith-Renner, Alison Marie; Wu, Tongshuang; Zhang, Wenjuan",Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Trust and reliance on AI — An experimental study on the extent and costs of overreliance on AI,"Klingbeil, A.; Grützner, C.; Schreck, P.",Computers in Human Behavior,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Trust in AI is dynamically updated based on users' expectations,"Cooper, Patrick; Lim, Alyssa; Irons, Jessica; McGrath, Melanie; Jarvis, Huw; Duenser, Andreas",Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Trust in Human-AI Interaction: Scoping Out Models, Measures, and Methods","Ueno, Takane; Sawa, Yuto; Kim, Yeongdae; Urakami, Jacqueline; Oura, Hiroki; Seaborn, Katie",Extended Abstracts of the 2022 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Trust in Persuasive Technologies: A Systematic Literature Review,"Rahman, Parinda; Adaji, Ifeoma","2025 IEEE International Symposium on Ethics in Engineering, Science, and Technology (ETHICS)",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),TrustMH-Bench: A comprehensive benchmark for evaluating the trustworthiness of Large Language Models in mental health,"Xiong, Zixin; Wang, Ziteng; Fan, Haotian; Zhang, Xinjie; Wang, Wenxuan",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Trusting Your AI Agent Emotionally and Cognitively: Development and Validation of a Semantic Differential Scale for AI Trust,"Shang, Ruoxi; Hsieh, Gary; Shah, Chirag","Proceedings of the 2024 AAAI/ACM Conference on AI, Ethics, and Society",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),TwIPS: A Large Language Model Powered Texting Application to Simplify Conversational Nuances for Autistic Users,"Haroon, Rukhshan; Dogar, Fahad",Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Un-trusting the Chat: Designing for Calibrated Trust in Retrieval-Augmented Conversations,"von Reeken, Timo; Salous, Mazen; Abdenebaoui, Larbi",Proceedings of the 7th ACM Conference on Conversational User Interfaces,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Uncovering the Dark Patterns of Phishing Emails: An Eye-Tracking Analysis,"Oh, Seeung; Bae, Yebin; Abraham Thompson, Isaiah; Im, Youngjae",IEEE Access,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Under the (neighbor)hood: Hyperlocal Surveillance on Nextdoor,"Choksi, Madiha Zahrah; Aubin Le Quéré, Marianne; Lloyd, Travis; Tao, Ruojia; Grimmelmann, James; Naaman, Mor",Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Understanding Decentralized Social Feed Curation on Mastodon,"Liu, Yuhan; Song, Emmy; Zhang, Owen Xingjian; Merriman, Jewel; Zhang, Lei; Monroy-Hernández, Andrés",Proc. ACM Hum.-Comput. Interact.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Understanding User Perceptions of Automated Dark Pattern Detection Online,"Wood, Ryan; Brown, Chris",2025 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Understanding User and Developer Perceptions of and Responses to Dark Patterns in Online UIs,"Liang, Huayu; Hossain, Syeda Afia Zahin; Brown, Chris",2025 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Understanding Users’ Dissatisfaction with ChatGPT Responses: Types, Resolving Tactics, and the Effect of Knowledge Level","Kim, Yoonsu; Lee, Jueon; Kim, Seoyoung; Park, Jaehyuk; Kim, Juho",Proceedings of the 29th International Conference on Intelligent User Interfaces,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Understanding the AI-intervened User Interfaces of Online Health Consultation Platforms,"Zhang, Lanyun; Zhan, Jiani; Yang, Jingyi; Kwok, Verena Wai Wan",Proceedings of the 25th International Conference on Mobile Human-Computer Interaction,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Understanding the Effect of Counterfactual Explanations on Trust and Reliance on AI for Human-AI Collaborative Clinical Decision Making,"Lee, Min Hun; Chew, Chong Jun",Proc. ACM Hum.-Comput. Interact.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Unmasking the shadows of AI: Investigating deceptive capabilities in Large Language Models,"Guo, Linge",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Unpacking Trust Dynamics in the LLM Supply Chain: An Empirical Exploration to Foster Trustworthy LLM Production &amp; Use,"Balayn, Agathe; Yurrita, Mireia; Rancourt, Fanny; Casati, Fabio; Gadiraju, Ujwal",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Unspoken hints: Accuracy without acknowledgement in LLM reasoning,"Marioriyad, Arash; Adim, Shaygan; Alighardashi, Nima; Banghshah, Mahdieh Soleymani; Rohban, Mohammad Hossein",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Unveiling the Dark Patterns in E-Commerce Web Sites,"Kirthiga, N.; Reddy, Bommana Manideep; Mahalakshmi, Boggavarapu Siri; Risthitha, Bethala; Teja, Dammalapa",2024 International Conference on Sustainable Communication Networks and Application (ICSCNA),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),User detection and response patterns of sycophantic behavior in conversational AI,"Noshin, Kazi; Ahmed, Syed Ishtiaque; Sultana, Sharifa",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),User-Centric Tensions: Exploring Perceived Benefits and (Dis)comfort in Media Personalisation,"Rezk, Anna Marie; Simkute, Auste; Vines, John; Elsden, Chris; Evans, Michael; Jones, Rhianne; Luger, Ewa",Proceedings of the 13th Nordic Conference on Human-Computer Interaction,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Users do not trust recommendations from a large language model more than AI-sourced snippets,"McGrath, M.J.; Cooper, P.S.; Duenser, A.",Frontiers in Computer Science,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Using Agent Features to Influence User Trust, Decision Making and Task Outcome during Human-Agent Collaboration","Herse, S.; Vitale, J.; Williams, M.-A.",International Journal of Human-Computer Interaction,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Using street view images and visual LLMs to predict heritage values for governance support: Risks, ethics, and policy implications","Johansson, Tim; Mangold, Mikael; Dabrock, Kristina; Donarelli, Anna; Campo-Ruiz, Ingrid",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Using trust to determine user decision making & task outcome during a human-agent collaborative task,"Herse, S.; Vitale, J.; Johnston, B.; Williams, M.-A.",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),V-FAT: Benchmarking Visual Fidelity Against Text-bias,"Wang, Ziteng; He, Yujie; Li, Guanliang; Yang, Siqi; Xiong, Jiaqi; Liu, Songxiang",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),VelLMes: A high-interaction AI-based deception framework,"Sladić, Muris; Valeros, Veronica; Catania, Carlos; Garcia, Sebastian",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Via negativa for AI alignment: Why negative constraints are structurally superior to positive preferences,"Cheng, Quan",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Visual anthropomorphism shifts evaluations of gendered AI managers,"Han, Ruiqing; Cui, Hao; Yasseri, Taha",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Visual-Conversational Interface for Evidence-Based Explanation of Diabetes Risk Prediction,"Samimi, Reza; Bhattacharya, Aditya; Gosak, Lucija; Stiglic, Gregor; Verbert, Katrien",Proceedings of the 7th ACM Conference on Conversational User Interfaces,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),WPES '25: Proceedings of the 24th Workshop on Privacy in the Electronic Society,,,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),WSDM '24: Proceedings of the 17th ACM International Conference on Web Search and Data Mining,,,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),WWW '25: Proceedings of the ACM on Web Conference 2025,,,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Watch Out for Updates: Understanding the Effects of Model Explanation Updates in AI-Assisted Decision Making,"Wang, Xinru; Yin, Ming",Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Watershed Segmentation for Printed Source Classification,"Yuadi, Imam; Nihaya, Ullin; Pratiwi, Friska Dwi",2023 International Conference on Electrical and Information Technology (IEIT),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Web3Agent: Automating On-Chain Operations via Natural Language Interfaces,"Fan, Sizheng; Min, Tian",ACM Trans. Web,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),What Is a Subliminal Technique? An Ethical Perspective on AI-Driven Influence,"Bermúdez, Juan Pablo; Nyrup, Rune; Deterding, Sebastian; Moradbakhti, Laura; Mougenot, Céline; You, Fangzhou; Calvo, Rafael A.","2023 IEEE International Symposium on Ethics in Engineering, Science, and Technology (ETHICS)",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),What Lies Beneath? Exploring the Impact of Underlying AI Model Updates in AI-Infused Systems,"Mohanty, Vikram; Lim, Jude; Luther, Kurt",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),What do Large Language Models Say About Animals? Investigating Risks of Animal Harm in Generated Text,"Kanepajs, Arturs; Basu, Aditi; Ghose, Sankalpa; Li, Constance; Mehta, Akshat; Mehta, Ronak; Tucker-Davis, Samuel David; Fischer, Bob; Anthis, Jacy Reese","Proceedings of the 2025 ACM Conference on Fairness, Accountability, and Transparency",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),When AI Chatbots Ask for Donations: The Construal Level Contingency of AI Persuasion Effectiveness in Charity Human–Chatbot Interaction,"Sun, J.; Si, J.",Journal of Theoretical and Applied Electronic Commerce Research,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"When AI Gets Persuaded, Humans Follow: Inducing the Conformity Effect in Persuasive Dialogue","Sasaki, Rikuo; Inaba, Michimasa",Proceedings of the 13th International Conference on Human-Agent Interaction,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),When AI gives advice: Evaluating AI and human responses to online advice-seeking for well-being,"Kumar, Harsh; Chahal, Jasmine; Zhao, Yinuo; Zhang, Zeling; Wei, Annika; Tay, Louis; Anderson, Ashton",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),When Large Language Models contradict humans? Large Language Models' Sycophantic Behaviour,"Ranaldi, Leonardo; Pucci, Giulia",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),When customers know it’s AI: Experimental comparison of human and LLM-Based Communication in service recovery,"Hao, X.; Dong, D.; Zhang, Y.; Demir, E.",Journal of Marketing Communications,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),When identity skews debate: Anonymization for bias-reduced multi-agent reasoning,"Choi, Hyeong Kyu; Zhu, Xiaojin; Li, Sharon",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),When the Prompt becomes the Codebook: Grounded Prompt Engineering (GROPROE) and its application to Belonging Analytics,"Ramanathan, Sriram; Lim, Lisa-Angelique; Mottaghi, Nazanin Rezazadeh; Buckingham Shum, Simon",Proceedings of the 15th International Learning Analytics and Knowledge Conference,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),When to Explain? Exploring the Effects of Explanation Timing on User Perceptions and Trust in AI systems,"Chen, Cheng; Liao, Mengqi; Sundar, S. Shyam",Proceedings of the Second International Symposium on Trustworthy Autonomous Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),When truth is overridden: Uncovering the internal origins of sycophancy in large Language Models,"Wang, Keyu; Li, Jin; Yang, Shu; Zhang, Zhuoran; Wang, Di",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Where Does Legal AI Fail? Evaluating RAG Pipelines,"Kim, Yongjae; Lee, Wonjae",Proceedings of the 34th ACM International Conference on Information and Knowledge Management,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Who is Trusted for a Second Opinion? Comparing Collective Advice from a Medical AI and Physicians in Biopsy Decisions After Mammography Screening,"Detjen, Henrik H.J.; Densky, Lars; von Kalckreuth, Niklas; Kopka, Marvin",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Why Biting the Bait? Understanding Bait and Switch UI Dark Patterns in Mobile Apps,"Lin, Y.; Xu, Y.; Yao, Z.; Nan, Y.; Kong, Q.; Wang, X.",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Wicked Problems in Today’s World: Information Integrity in the Age of AI,"Raunak, M S",Computer,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Workshop on Trust and Reliance in AI-Human Teams (TRAIT),"Bansal, Gagan; Buçinca, Zana; Holstein, Kenneth; Hullman, Jessica; Smith-Renner, Alison Marie; Stumpf, Simone; Wu, Sherry",Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),You Complete Me: Human-AI Teams and Complementary Expertise,"Zhang, Qiaoning; Lee, Matthew L; Carter, Scott",Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),‘Chattable’ Avatars: Using LLMs to Power Visitor Engagement with Historical Persons,"Jiang, Zhuoling; Qin, Yipeng; Finnegan, Daniel J.",Proceedings of the 38th International BCS Human-Computer Interaction Conference,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),“Are You Really Sure?” Understanding the Effects of Human Self-Confidence Calibration in AI-Assisted Decision Making,"Ma, Shuai; Wang, Xinru; Lei, Ying; Shi, Chuhan; Yin, Ming; Ma, Xiaojuan",Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),“Even explanations will not help in trusting [this] fundamentally biased system”: A Predictive Policing Case-Study,"Mehrotra, Siddharth; Gadiraju, Ujwal; Bittner, Eva; van Delden, Folkert; M. Jonker, Catholijn; L. Tielman, Myrthe","Proceedings of the 33rd ACM Conference on User Modeling, Adaptation and Personalization",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),“I Think You Might Like This”: Exploring Effects of Confidence Signal Patterns on Trust in and Reliance on Conversational Recommender Systems,"Radensky, Marissa; Séguin, Julie Anne; Lim, Jang Soo; Olson, Kristen; Geiger, Robert","Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",Pending,Pending,Yes,Pending,,Agreed
